frame,definition,example,frame_word,def_len
f:Secrecy_status,"A <em>Phenomenon</em>, which may be an activity, state or object, is purposefully hidden from the awareness of a potential <em>Cognizer</em>. The person responsible for the hiding of the <em>Phenomenon</em> is not part of this frame and cannot be syntactically realized. The potential <em>Cognizer</em> may be realized, but is in fact rarely expressed. A period of <em>Time</em> during which the <em>Phenomenon</em> is secret may be indicated.
","Few people would use ATMs if  the content of their transaction  was <span id='phrase_example'>secret</span>  from their bank  and there was no paper trail verifying the transaction. .

The protesters were not on her list, and weren't allowed in, despite the fact that  the meeting  was <span id='phrase_example'>public</span>.

 Student disciplinary matters  are <span id='phrase_example'>confidential</span> and should only be discussed with appropriate university officials",TRUE,456
f:Attention_getting,"This frame covers terms used to get someone's attention, including <em>Interjection</em>s (e.g. hey, yo) and certain terms of address (<em>Address term</em>), the latter of which may serve the function of attention getting.  
"," <span id='phrase_example'>Hey</span> .

 Hey ,  boy .

 Hey ,  boy , come over here now!
 ",TRUE,256
f:Strictness,"These adjectives describe the degree of strictness or tolerance of an <em>Agent</em>, usually with regard to another person (the <em>Controllee</em>) and often with regard to a particular <em>Issue</em>. 
The strictness/lenience with respect to the <em>Issue</em> may be manifested in (expressed by) an <em>Agent</em> or by some <em>Medium</em> (e.g., laws), or by some behavior of the <em>Agent</em>, i.e., the <em>Controlling act</em>.
","Court says  judge   too  <span id='phrase_example'>lenient</span>  in rape case .  

 Sonny  was <span id='phrase_example'>indulgent</span>  of her admirers  and allowed their attention for a time before she disappeared into the small back room.

 Some laws  are just  too  <span id='phrase_example'>strict</span>.

Don't be <span id='phrase_example'>strict</span>  about cross-posting .  ",TRUE,454
f:Size,"The size of an <em>Entity</em> is assessed in terms of the <em>Degree</em> by which it deviates from the norm. The size refers to the amount of three-dimensional space that is occupied by the <em>Entity</em>.
","I own a  very  <span id='phrase_example'>small</span>  home .

Where is my <span id='phrase_example'>little</span>  notebook ?

 That dog  is <span id='phrase_example'>huge</span>!",TRUE,215
f:Being_dry,"An <em>Item</em> is in a state of dryness.
"," The shingles   are <span id='phrase_example'>dry</span>. 

 The apple  is  completely  <span id='phrase_example'>dehydrated</span>.

<fex name = Item >The mop  is <span id='phrase_example'>dry</span>.",TRUE,45
f:Public_services,"This frame concerns permanent organizations (the <em>Institution</em>s) that are intended to help members of the <em>Target group</em> in a particular <em>Domain</em> with a <em>Service action</em>.  Most or all relevant members of the <em>Target group</em> have a direct relationship with the <em>Institution</em>.
"," The Red Cross Tracing and Message Service  is a <span id='phrase_example'>service</span>  for finding and reuniting families separated by war and disaster .

First and foremost,  Radio-Canada  is a  public  <span id='phrase_example'>service</span>. 

The  California   Child Protective  <span id='phrase_example'> Service </span> investigated the family based on a complaint filed by the son's former principal.",TRUE,328
f:Just_found_out,"An <em>Experiencer</em>, <em>Expressor</em>, or <em>State</em> can be described as having a surprised emotion as evoked by a <em>Stimulus</em> or concerning a <em>Topic</em>.
"," I  was  more  <span id='phrase_example'>shocked</span>  about the child   than she was .

 Mrs Nowak  was <span id='phrase_example'>surprised</span>  by the amount of money Mills left her .

I think the <span id='phrase_example'>shock</span>  of that recognition  drove me a little crazy.",TRUE,185
f:Accuracy,"An <em>Agent</em> is involved in an activity whose degree of success is dependent on a parameter of the action matching a particular set of values of a continuous variable or variables (e.g. quantity, location, time).  
The <em>Agent</em>, or metonymically the <em>Instrument</em> or <em>Means</em> action, is described in terms of the actual or expected <em>Deviation</em> between the location, time, or quantity in the activity and the location, time, or quantity which is necessary for the intended event.
"," The Longview Rangefinder  is <span id='phrase_example'>accurate</span>  to within one foot per hundred yards  .

 His estimate  was <span id='phrase_example'>off</span>  by an order of magnitude  .

 The fork truck operator  must be  fairly  <span id='phrase_example'>accurate</span>  in his aim .

The <span id='phrase_example'>precision</span>  of the daily measurements  is dependent on a number of factors.",TRUE,519
f:Aesthetics,"An <em>Entity</em> is judged to be sensually pleasing or intellectually interesting to a (generally implicit) <em>Judge</em>.
",". We saw this <span id='phrase_example'>beautiful</span>  boat  with the red sails several times

We camped here on the beach and had an  absolutely  <span id='phrase_example'>lovely</span>  early morning walk through farm fields 
",TRUE,130
f:Judicial_body,"A  <em>Source of authority</em>, typically a government, relies upon a set of institutions specialized for the administration of justice. These <em>Judicial body</em> s hear cases  that originate within their <em>Jurisdiction</em> and relate  to the <em>Task</em> given to them by the <em>Source of authority</em>. Often, a <em>Judicial body</em> is part of a larger system  within which its <em>Rank</em> can be specified. The <em>Judicial body</em> is typically located in a specific location, the <em>Seat</em>.
","The  federal   <span id='phrase_example'>judiciary</span> 's certification process is the foundation of the interpreter program.      

The city files an appeal with  the state's   Eastern District   <span id='phrase_example'>Court</span>   of Appeals .

The case, tried in the  US   District   <span id='phrase_example'>Court</span>   in Boston , involved technical and financial issues regarding the feasibility of the project.   

On Oct. 31, the  Alaska   State   Superior   <span id='phrase_example'>Court</span>  granted Chugach Electric Association's Oct. 3 request to dissolve the stay.   
",TRUE,533
f:Infrastructure,"A group of entities exist (as an infrastructure) such that a particular type of <em>Activity</em> is either enabled or facilitated.  The entities may or may not have been organized specifically for the <em>Activity</em>.  The infrastructure is constituted by <em>Resource</em>s that can be made use of by <em>User</em>s, and the infrastructure may be specified for its <em>Place</em> or <em>Possessor</em>.
","While the  US   transportation  <span id='phrase_example'> infrastructure </span> continues to crumble, competitors in Brazil and Argentina are investing millions to improve their transportation

The exacerbated sprawl like growth in the last decades has been a direct result of decisions taken in the creation, boost, and development of  highway  <span id='phrase_example'> infrastructure </span>.

Mexico's Ministry of Tourism expects to see more than $1.78 billion invested to further develop  the country's   tourism  <span id='phrase_example'> infrastructure </span>.",TRUE,419
f:Intercepting,"A volitionally acting <em>Interceptor</em> takes control, without being authorized to do so by the sender, of a <em>Theme</em> that is underway from a sender to a recipient. The <em>Interceptor</em> (or somebody on whose behalf they act) believes that the <em>Theme</em> reaching its goal would be against their interest.
The <em>Theme</em> may be a physical thing that is being conveyed, a self-moving entity, or information that is broadcast. 
"," Police  <span id='phrase_example'>intercepted</span>  the call  and raided the address.

 The vessel  got <span id='phrase_example'>intercepted</span>  in the Mediterranean   by the German navy  .

 A Royal Navy frigate  <span id='phrase_example'>intercepted</span>  his yacht   off Gibraltar .",TRUE,456
